2021-08-25/20:47:55		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:33		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:34		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:35		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:36		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:37		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:38		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:39		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:40		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:41		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:42		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:43		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:44		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:45		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:46		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:47		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:48		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:49		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:50		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:51		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-25/20:49:52		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
